CODCNH,NOMBRE,DIRECCION,TELEFONO,TELEFONO2,TELEFAX,CODMU,MUNICIPIOS,CODPROV,PROVINCIAS,CODAUTO,COMUNIDADES,CODPOSTAL,NCAMAS,CODFI,FINALIDAD ASISITENCIAL,CODPAT,DEPENDENCIA PATRIMONIAL,CODFU,DEPENDENCIA FUNCIONAL,ACREDOCENT,ESCOMPLE,FORCOMPLE,CODIDCOM,ALTA,CERRADO,CAPITAL,CIERREFECH,CONCIERTO,EMAIL,TAC,RM,GAM,HEM,ASD,LIT,BCO,ALI,SPECT,PET,MAMOS,DO,DIAL,address,location,point,Latitude,Longitude,Altitude
30384,HOSPITAL IMED ELCHE,"CALLE MAX PLANCK, S/N",966915151.0,966878783.0,966651341.0,30651,Elche/Elx,3,ALICANTE,10,COMUNIDAD VALENCIANA,03203,98,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,S,oaparisi@imedhospitales.com,1,1,0,1,1,1,0,1,0,0,1,1,0,"CALLE MAX PLANCK, S/N,Elche/Elx,03203","Calle Max Planck, Elche/Elx, Comunidad Valenciana / Comunitat Valenciana 03203, Spain","(38.2873645067241, -0.618859441726091, 0.0)",38.2873645067241,-0.618859441726091,0.0
40010,HOSPITAL TORRECÁRDENAS,"PARAJE DE TORRECÁRDENAS, S/N",950016114.0,,950016120.0,40139,Almería,4,ALMERÍA,1,ANDALUCÍA,04009,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,S,N,S,40097.0,N,S,S,,N,anna.torres.sspa@juntadeandalucia.es,0,0,0,0,0,0,0,0,0,0,0,0,0,"PARAJE DE TORRECÁRDENAS, S/N,Almería,04009","Almería, Andalusia 04009, Spain","(36.859657287597656, -2.4411749839782715, 0.0)",36.859657287597656,-2.4411749839782715,0.0
40031,HOSPITAL DE LA CRUZ ROJA,"CTRA. DE RONDA, KM. 196",950017400.0,,950017453.0,40139,Almería,4,ALMERÍA,1,ANDALUCÍA,04008,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,N,N,S,40097.0,N,N,S,,N,anna.torres.sspa@juntadeandalucia.es,0,0,0,0,0,0,0,0,0,0,0,0,0,"CTRA. DE RONDA, KM. 196,Almería,04008","Carretera de Ronda 196, Almería, Andalucía 04005, Spain","(36.84362166470559, -2.452468544522166, 0.0)",36.84362166470559,-2.452468544522166,0.0
40059,HOSPITAL VIRGEN DEL MAR,"CARRETERA DEL MAMÍ, KM.1",950210100.0,,950290625.0,40139,Almería,4,ALMERÍA,1,ANDALUCÍA,04009,76,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,virgendelmar@vithas.es,1,1,1,1,0,1,0,0,0,0,1,1,10,"CARRETERA DEL MAMÍ, KM.1,Almería,04009","Carrera del Mami 1, Almería, Andalucía 04009, Spain","(36.8462654, -2.4415948, 0.0)",36.8462654,-2.4415948,0.0
40084,HOSPITAL LA INMACULADA,"AVDA. DRA. ANA PARRA, S/N",950029176.0,,950451040.0,40530,Huércal-Overa,4,ALMERÍA,1,ANDALUCÍA,04600,184,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,S,N,N,,N,N,N,,N,h.inmaculada.sspa@juntadeandalucia.es,1,0,0,0,0,0,0,0,0,0,1,0,1,"AVDA. DRA. ANA PARRA, S/N,Huércal-Overa,04600","Avenida Doctora Ana Parra, Huércal-Overa, Andalucía 04600, Spain","(37.4032685000031, -1.94289635003888, 0.0)",37.4032685000031,-1.94289635003888,0.0
40097,HOSPITAL UNIVERSITARIO TORRECÁRDENAS,"PARAJE DE TORRECÁRDENAS, S/N",950016114.0,,950016120.0,40139,Almería,4,ALMERÍA,1,ANDALUCÍA,04009,763,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,S,S,N,,N,N,S,,N,,5,1,2,0,2,0,1,2,0,0,1,2,56,"PARAJE DE TORRECÁRDENAS, S/N,Almería,04009","Almería, Andalusia 04009, Spain","(36.859657287597656, -2.4411749839782715, 0.0)",36.859657287597656,-2.4411749839782715,0.0
40101,HOSPITAL MEDITERRÁNEO,"NUEVA MUSA, S/N",950621063.0,,950260894.0,40139,Almería,4,ALMERÍA,1,ANDALUCÍA,04007,89,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,jarojas@asisa.es,1,2,0,1,0,0,0,0,0,0,1,1,0,"NUEVA MUSA, S/N,Almería,04007","Calle Nueva Musa, Almería, Andalucía 04007, Spain","(36.8201235479083, -2.43551482525027, 0.0)",36.8201235479083,-2.43551482525027,0.0
40118,HOSPITAL DE PONIENTE,"CRTA. DE ALMERIMAR, S/N",950022568.0,,950022602.0,49026,"Ejido, El",4,ALMERÍA,1,ANDALUCÍA,04700,273,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,N,N,N,,N,N,N,,N,sugerencias@ephpo.es,1,1,0,0,0,0,0,0,0,0,2,0,20,"CRTA. DE ALMERIMAR, S/N,Ejido, El,04700",Germany,"(51.09328079223633, 10.380292892456055, 0.0)",51.09328079223633,10.380292892456055,0.0
40127,HOSPITAL DE ALTA RESOLUCIÓN EL TOYO,CAMINO DE LA BOTICA S/N. RETAMAR,950158015.0,,950158020.0,40139,Almería,4,ALMERÍA,1,ANDALUCÍA,04131,44,1,GENERAL,6,COMUNIDAD AUTÓNOMA,15,COMUNIDAD AUTÓNOMA,N,N,N,,N,N,S,,N,sugerencias@ephpo.es,1,0,0,0,0,0,0,0,0,0,1,0,0,"CAMINO DE LA BOTICA S/N. RETAMAR,Almería,04131","Camino de la Botica, Almería, Andalucía 04131, Spain","(36.8517520930898, -2.31173957893259, 0.0)",36.8517520930898,-2.31173957893259,0.0
50013,HOSPITAL NUESTRA SEÑORA DE SONSOLES,"AV. JUAN CARLOS I, S/N",920358000.0,,920358064.0,50198,Ávila,5,ÁVILA,7,CASTILLA Y LEÓN,05071,0,1,GENERAL,1,SEGURIDAD SOCIAL,35,SANIDAD CASTILLA Y LEÓN-SACYL,S,N,S,50061.0,N,N,S,,N,gerente.hnss@saludcastillayleon.es,0,0,0,0,0,0,0,0,0,0,0,0,0,"AV. JUAN CARLOS I, S/N,Ávila,05071","Avenida de Juan Carlos I, Ávila, Castilla y León 05004, Spain","(40.6622853287288, -4.67225397988029, 0.0)",40.6622853287288,-4.67225397988029,0.0
50034,HOSPITAL PROVINCIAL DE ÁVILA,"JESÚS DEL GRAN PODER, 42",920357200.0,,920357203.0,50198,Ávila,5,ÁVILA,7,CASTILLA Y LEÓN,05003,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,35,SANIDAD CASTILLA Y LEÓN-SACYL,N,N,S,50061.0,N,N,S,,N,gerente.hnss@saludcastillayleon.es,0,0,0,0,0,0,0,0,0,0,0,0,0,"JESÚS DEL GRAN PODER, 42,Ávila,05003","Calle Jesús del Gran Poder 42, Ávila, Castilla y León 05003, Spain","(40.65061565482487, -4.6909804433387645, 0.0)",40.65061565482487,-4.6909804433387645,0.0
50049,CLÍNICA SANTA TERESA,"AV. SANTA CRUZ DE TENERIFE, 11",920252525.0,920221450.0,920222342.0,50198,Ávila,5,ÁVILA,7,CASTILLA Y LEÓN,05005,33,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,direccion@clinicasantateresa.es,1,1,0,0,0,0,0,0,0,0,1,1,0,"AV. SANTA CRUZ DE TENERIFE, 11,Ávila,05005","Avenida de Santa Cruz de Tenerife 11, Ávila, Castilla y León 05005, Spain","(40.658675278996746, -4.687883489562449, 0.0)",40.658675278996746,-4.687883489562449,0.0
50061,COMPLEJO ASISTENCIAL DE AVILA,"AVDA. JUAN CARLOS I, S/N",920358000.0,,920358064.0,50198,Ávila,5,ÁVILA,7,CASTILLA Y LEÓN,05071,430,1,GENERAL,9,ENTIDADES PÚBLICAS,35,SANIDAD CASTILLA Y LEÓN-SACYL,S,S,N,,N,N,S,,N,gerente.hnss@saludcastillayleon.es,2,1,0,0,1,0,0,0,0,0,2,1,19,"AVDA. JUAN CARLOS I, S/N,Ávila,05071","Avenida de Juan Carlos I, Ávila, Castilla y León 05004, Spain","(40.6622853287288, -4.67225397988029, 0.0)",40.6622853287288,-4.67225397988029,0.0
50072,HOSPITAL DE SALUD MENTAL CASTA SALUD ARÉVALO,"PASEO SAN JUAN BOSCO, 2",920301400.0,609196989.0,920300951.0,50163,Arévalo,5,ÁVILA,7,CASTILLA Y LEÓN,05200,80,6,PSIQUIÁTRICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,S,N,N,,S,direccionarevalo@castasalud.com,0,0,0,0,0,0,0,0,0,0,0,0,0,"PASEO SAN JUAN BOSCO, 2,Arévalo,05200","Paseo de San Juan Bosco 2, Arévalo, Castilla y León 05200, Spain","(41.0551122574973, -4.720634523429549, 0.0)",41.0551122574973,-4.720634523429549,0.0
60016,COMPLEJO HOSPITALARIO UNIVERSITARIO DE BADAJOZ,"AVDA. DE ELVAS, S/N",924218100.0,924218111.0,924218126.0,60153,Badajoz,6,BADAJOZ,11,EXTREMADURA,06080,915,1,GENERAL,6,COMUNIDAD AUTÓNOMA,32,SERVICIO EXTREMEÑO DE SALUD-SES,S,S,N,,N,N,S,,N,admision.hifc@salud-juntaex.es,6,3,0,2,2,0,0,3,3,1,2,1,50,"AVDA. DE ELVAS, S/N,Badajoz,06080","Avenida de Elvas, Badajoz, Extremadura 06006, Spain","(38.8854542519145, -7.00885325075404, 0.0)",38.8854542519145,-7.00885325075404,0.0
60021,HOSPITAL UNIVERSITARIO DE BADAJOZ,"AVDA. DE ELVAS, S/N",924218100.0,924218111.0,924218126.0,60153,Badajoz,6,BADAJOZ,11,EXTREMADURA,06080,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,32,SERVICIO EXTREMEÑO DE SALUD-SES,S,N,S,60016.0,N,N,S,,N,admision.hifc@salud-juntaex.es,0,0,0,0,0,0,0,0,0,0,0,0,0,"AVDA. DE ELVAS, S/N,Badajoz,06080","Avenida de Elvas, Badajoz, Extremadura 06006, Spain","(38.8854542519145, -7.00885325075404, 0.0)",38.8854542519145,-7.00885325075404,0.0
60037,HOSPITAL MATERNO INFANTIL,"LA VIOLETA, 1",924215000.0,,924215054.0,60153,Badajoz,6,BADAJOZ,11,EXTREMADURA,06010,0,5,MATERNO-INFANTIL,6,COMUNIDAD AUTÓNOMA,32,SERVICIO EXTREMEÑO DE SALUD-SES,S,N,S,60016.0,N,N,S,,N,dirmed.hpshmi@salud-juntaex.es,0,0,0,0,0,0,0,0,0,0,0,0,0,"LA VIOLETA, 1,Badajoz,06010","Calle de la Violeta, Badajoz, Extremadura 06010, Spain","(38.8657456001589, -6.96999485003992, 0.0)",38.8657456001589,-6.96999485003992,0.0
60080,"HOSPITAL ""FUNDACIÓN SAN JUAN DE DIOS DE EXTREMADURA""","PASEO DE LA PIEDAD, 5",924670017.0,924670018.0,924662805.0,60114,Almendralejo,6,BADAJOZ,11,EXTREMADURA,06200,105,13,GERIATRÍA Y/O LARGA ESTANCIA,12,PRIVADO-BENÉFICO (IGLESIA),21,PRIVADO-BENÉFICO (IGLESIA),N,N,N,,N,N,N,,S,almendralejosjd.es,0,0,0,0,0,0,0,0,0,0,0,0,0,"PASEO DE LA PIEDAD, 5,Almendralejo,06200","Calle de la Piedad 5, Almendralejo, Extremadura 06200, Spain","(38.6805037, -6.4052716, 0.0)",38.6805037,-6.4052716,0.0
60093,HOSPITAL DON BENITO-VILLANUEVA DE LA SERENA,"CTRA. DON BENITO-VILLANUEVA DE LA SERENA, KM. 3",924386800.0,,924386801.0,60444,Don Benito,6,BADAJOZ,11,EXTREMADURA,06400,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,32,SERVICIO EXTREMEÑO DE SALUD-SES,S,N,S,60253.0,N,N,N,,N,ricardo.sanchez@salud-juntaex.es,0,0,0,0,0,0,0,0,0,0,0,0,0,"CTRA. DON BENITO-VILLANUEVA DE LA SERENA, KM. 3,Don Benito,06400","Calle de la Villanueva 3, Don Benito, Extremadura 06400, Spain","(38.9545351, -5.8611368, 0.0)",38.9545351,-5.8611368,0.0
60114,HOSPITAL GENERAL DE LLERENA,"AVDA. BADAJOZ, 1",924877000.0,,924870926.0,60747,Llerena,6,BADAJOZ,11,EXTREMADURA,06900,0,1,GENERAL,1,SEGURIDAD SOCIAL,32,SERVICIO EXTREMEÑO DE SALUD-SES,S,N,S,60219.0,N,N,N,,N,gerente.llerena@salud-juntaex.es,0,0,0,0,0,0,0,0,0,0,0,0,0,"AVDA. BADAJOZ, 1,Llerena,06900","Avenida de Badajoz 1, Llerena, Extremadura 06900, Spain","(38.24315933286766, -6.012481636641201, 0.0)",38.24315933286766,-6.012481636641201,0.0
60129,HOSPITAL DE MÉRIDA,"AVDA. ANTONIO CAMPOS HOYOS, Nº 26",924381000.0,924381002.0,924381012.0,60830,Mérida,6,BADAJOZ,11,EXTREMADURA,06800,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,32,SERVICIO EXTREMEÑO DE SALUD-SES,S,N,S,60264.0,N,N,N,,N,julian.garciam@salud-juntaex.es,0,0,0,0,0,0,0,0,0,0,0,0,0,"AVDA. ANTONIO CAMPOS HOYOS, Nº 26,Mérida,06800","Avenida de Don Antonio Campos Hoyos 26, Mérida, Extremadura 06800, Spain","(38.9120014, -6.3634244, 0.0)",38.9120014,-6.3634244,0.0
60135,CENTRO SOCIOSANITARIO DE MÉRIDA,"CTRA. VALVERDE-MÉRIDA, KM. 2",924388081.0,,924388083.0,60830,Mérida,6,BADAJOZ,11,EXTREMADURA,06800,270,6,PSIQUIÁTRICO,6,COMUNIDAD AUTÓNOMA,15,COMUNIDAD AUTÓNOMA,S,N,N,,N,N,N,,N,csanitario.merida@gobex.es,0,0,0,0,0,0,0,0,0,0,0,0,0,"CTRA. VALVERDE-MÉRIDA, KM. 2,Mérida,06800","Carretera de Valverde de Mérida 2, Mérida, Extremadura 06800, Spain","(38.9227588, -6.3270932, 0.0)",38.9227588,-6.3270932,0.0
60140,HOSPITAL QUIRÓNSALUD SANTA JUSTA,"CONCEPCIÓN, 24",924840746.0,,924847505.0,61535,Villanueva de la Serena,6,BADAJOZ,11,EXTREMADURA,06700,29,2,QUIRÚRGICO,8,MUNICIPIO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,S,serena@quironsalud.es,0,0,0,0,0,0,0,0,0,0,2,0,0,"CONCEPCIÓN, 24,Villanueva de la Serena,06700","Calle de la Concepción, Villanueva de la Serena, Extremadura 06700, Spain","(38.973260344317, -5.79553870253161, 0.0)",38.973260344317,-5.79553870253161,0.0
60172,HOSPITAL QUIRONSALUD CLIDEBA,"ELADIO SALINERO DE LOS SANTOS, 6",924229050.0,,924257859.0,60153,Badajoz,6,BADAJOZ,11,EXTREMADURA,06011,73,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,clideba@quironsalud.es,1,1,0,0,0,0,0,0,0,0,1,0,0,"ELADIO SALINERO DE LOS SANTOS, 6,Badajoz,06011","Calle de Eladio Salinero de los Santos, Badajoz, Extremadura 06011, Spain","(38.8688594000089, -6.98906894995852, 0.0)",38.8688594000089,-6.98906894995852,0.0
60188,HOSPITAL PARQUE VIA DE LA PLATA,"CTRA. DE LOS SANTOS, S/N",924552755.0,,924555388.0,61588,Zafra,6,BADAJOZ,11,EXTREMADURA,06300,9,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,S,dadministracion.ext@parquehospitales.es,0,1,0,0,0,0,0,0,0,0,1,1,0,"CTRA. DE LOS SANTOS, S/N,Zafra,06300","Carretera de los Santos de Maimona, Zafra, Extremadura 06300, Spain","(38.4244606000122, -6.41144690003948, 0.0)",38.4244606000122,-6.41144690003948,0.0
60208,HOSPITAL DE ZAFRA,"CRTA. BADAJOZ-GRANADA, S/N",924029200.0,,942029320.0,61588,Zafra,6,BADAJOZ,11,EXTREMADURA,06300,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,32,SERVICIO EXTREMEÑO DE SALUD-SES,S,N,S,60219.0,N,N,N,,N,gerente.llerena@salud-juntaex.es,0,0,0,0,0,0,0,0,0,0,0,0,0,"CRTA. BADAJOZ-GRANADA, S/N,Zafra,06300","Carretera Badajoz-Granada, Zafra, Extremadura 06300, Spain","(38.4305732708509, -6.41674684822611, 0.0)",38.4305732708509,-6.41674684822611,0.0
60219,COMPLEJO HOSPITALARIO LLERENA-ZAFRA,"AVDA. BADAJOZ, 1",924877000.0,,924870926.0,60747,Llerena,6,BADAJOZ,11,EXTREMADURA,06900,227,1,GENERAL,6,COMUNIDAD AUTÓNOMA,32,SERVICIO EXTREMEÑO DE SALUD-SES,S,S,N,,N,N,N,,N,gerente.llerena@salud-juntaex.es,2,1,0,0,0,0,0,0,0,0,2,0,18,"AVDA. BADAJOZ, 1,Llerena,06900","Avenida de Badajoz 1, Llerena, Extremadura 06900, Spain","(38.24315933286766, -6.012481636641201, 0.0)",38.24315933286766,-6.012481636641201,0.0
60220,HOSPITAL PERPETUO SOCORRO,"AVDA. DAMIÁN TÉLLEZ LAFUENTE, S/N",924215000.0,,924215024.0,60153,Badajoz,6,BADAJOZ,11,EXTREMADURA,06010,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,32,SERVICIO EXTREMEÑO DE SALUD-SES,S,N,S,60016.0,N,N,S,,N,submed.hpshmi@salud-juntaex.es,0,0,0,0,0,0,0,0,0,0,0,0,0,"AVDA. DAMIÁN TÉLLEZ LAFUENTE, S/N,Badajoz,06010","Avenida de Damián Téllez Lafuente, Badajoz, Extremadura 06010, Spain","(38.8671154053821, -6.97310266213956, 0.0)",38.8671154053821,-6.97310266213956,0.0
60231,HOSPITAL SIBERIA-SERENA,CRTRA TALARRUBIAS-AGUDO KM2,924648100.0,,924648111.0,61279,Talarrubias,6,BADAJOZ,11,EXTREMADURA,06640,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,32,SERVICIO EXTREMEÑO DE SALUD-SES,N,N,S,60253.0,N,N,N,,N,tatiana.santiago@salud-juntaex.es,0,0,0,0,0,0,0,0,0,0,0,0,0,"CRTRA TALARRUBIAS-AGUDO KM2,Talarrubias,06640","Talarrubias, Extremadura 06640, Spain","(39.03323745727539, -5.2362589836120605, 0.0)",39.03323745727539,-5.2362589836120605,0.0
60242,HOSPITAL TIERRA DE BARROS,"CRTA. NAL 630, KM 654,300",924699200.0,,924699214.0,60114,Almendralejo,6,BADAJOZ,11,EXTREMADURA,06200,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,32,SERVICIO EXTREMEÑO DE SALUD-SES,N,N,S,60264.0,N,N,N,,N,julian.garciam@salud-juntaex.es,0,0,0,0,0,0,0,0,0,0,0,0,0,"CRTA. NAL 630, KM 654,300,Almendralejo,06200","N-630, Almendralejo, Extremadura 06200, Spain","(38.6882710992103, -6.4043282552608, 0.0)",38.6882710992103,-6.4043282552608,0.0
60253,COMPLEJO H. DON BENITO-VVA DE LA SERENA,"AVDA. ALONSO MARTÍN, 8",924382800.0,924386806.0,924386801.0,60444,Don Benito,6,BADAJOZ,11,EXTREMADURA,06400,320,1,GENERAL,6,COMUNIDAD AUTÓNOMA,32,SERVICIO EXTREMEÑO DE SALUD-SES,S,S,N,,N,N,N,,N,gerente.donbenito@salud-juntaex.es,2,1,0,0,0,0,0,0,0,0,2,0,0,"AVDA. ALONSO MARTÍN, 8,Don Benito,06400","Avenida de Alonso Martín 8, Don Benito, Extremadura 06400, Spain","(38.9617206, -5.8643354, 0.0)",38.9617206,-5.8643354,0.0
60264,COMPLEJO HOSPITALARIO DEL ÁREA DE SALUD DE MÉRIDA,"AVDA. ANTONIO CAMPOS HOYOS, Nº 26",924381000.0,,924381012.0,60830,Mérida,6,BADAJOZ,11,EXTREMADURA,06800,381,1,GENERAL,9,ENTIDADES PÚBLICAS,32,SERVICIO EXTREMEÑO DE SALUD-SES,S,S,N,,N,N,N,,N,julian.garciam@salud-juntaex.es,3,1,0,1,0,1,0,1,0,0,2,1,0,"AVDA. ANTONIO CAMPOS HOYOS, Nº 26,Mérida,06800","Avenida de Don Antonio Campos Hoyos 26, Mérida, Extremadura 06800, Spain","(38.9120014, -6.3634244, 0.0)",38.9120014,-6.3634244,0.0
60275,CASAVERDE. CENTRO DE REHABILITACIÓN NEUROLÓGICO DE EXTREMADURA,"AVDA. ADOLFO SUÁREZ GONZÁLEZ, 56",924380330.0,,924577213.0,60830,Mérida,6,BADAJOZ,11,EXTREMADURA,06800,100,11,REHABILITACIÓN PSICOFÍSICA,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,S,direccion.merida@grupocasaverde.com,0,0,0,0,0,0,0,0,0,0,0,0,0,"AVDA. ADOLFO SUÁREZ GONZÁLEZ, 56,Mérida,06800","Avenida Adolfo Suárez González, Mérida, Extremadura 06800, Spain","(38.9099713971776, -6.37209521049142, 0.0)",38.9099713971776,-6.37209521049142,0.0
60286,CLÍNICA EXTREMEÑA DE SALUD,FEDERICO MAYOR ZARAGOZA S/N,924211818.0,,924270888.0,60153,Badajoz,6,BADAJOZ,11,EXTREMADURA,06006,20,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,S,N,N,,N,N,S,,S,,1,1,0,0,0,0,0,0,0,0,1,1,0,"FEDERICO MAYOR ZARAGOZA S/N,Badajoz,06006","Badajoz, Extremadura 06006, Spain","(38.883811950683594, -6.98399019241333, 0.0)",38.883811950683594,-6.98399019241333,0.0
60297,HOSPITAL PARQUE VEGAS ALTAS,AVDA. MADRID 12,924805050.0,,924812690.0,60444,Don Benito,6,BADAJOZ,11,EXTREMADURA,06400,21,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,S,dadministracion.ext@parquehospitales.es,1,1,0,0,0,0,0,0,0,0,1,1,0,"AVDA. MADRID 12,Don Benito,06400","Avenida de Madrid, Don Benito, Extremadura 06400, Spain","(38.9620419167517, -5.85748531188388, 0.0)",38.9620419167517,-5.85748531188388,0.0
70048,HOSPITAL GENERAL DE MALLORCA,"PZA DEL HOSPITAL, 3",871205000.0,,971212383.0,70407,Palma de Mallorca,7,ILLES BALEARS,4,ILLES BALEARS,07012,100,13,GERIATRÍA Y/O LARGA ESTANCIA,7,DIPUTACIÓN O CABILDO,15,COMUNIDAD AUTÓNOMA,N,N,N,,N,N,S,,S,andres.recober@ssib.es,0,0,0,0,0,0,0,0,0,0,0,0,0,"PZA DEL HOSPITAL, 3,Palma de Mallorca,07012","Plaza del Hospital 3, Palma, Comunidad Autónoma de las Islas Baleares 07012, Spain","(39.5742212, 2.6467884, 0.0)",39.5742212,2.6467884,0.0
70051,HOSPITAL PSIQUIÀTRIC,"CAMÍ DE JESÚS, 40",871205000.0,,971212383.0,70407,Palma de Mallorca,7,ILLES BALEARS,4,ILLES BALEARS,07010,168,6,PSIQUIÁTRICO,7,DIPUTACIÓN O CABILDO,15,COMUNIDAD AUTÓNOMA,N,N,N,,N,N,S,,S,andres.recober@ssib.es,0,0,0,0,0,0,0,0,0,0,0,0,0,"CAMÍ DE JESÚS, 40,Palma de Mallorca,07010","Camí Jesús 40, Palma, Comunidad Autónoma de las Islas Baleares 07011, Spain","(39.5955666, 2.6298166, 0.0)",39.5955666,2.6298166,0.0
70064,CLÍNICA MUTUA BALEAR,"BISBE CAMPINS, 4",971213400.0,971213419.0,971715858.0,70407,Palma de Mallorca,7,ILLES BALEARS,4,ILLES BALEARS,07012,40,10,TRAUMATOLOGÍA Y/O REHABILITACIÓN,10,MATEP,19,MATEP,S,N,N,,N,N,S,,S,rmunyoz@mutuabalear.es,1,1,0,0,0,0,0,0,0,0,0,0,0,"BISBE CAMPINS, 4,Palma de Mallorca,07012","Calle del Bisbe Campins 4, Palma, Comunidad Autónoma de las Islas Baleares 07012, Spain","(39.5752328, 2.6464719, 0.0)",39.5752328,2.6464719,0.0
70070,HOSPITAL DE LA CRUZ ROJA ESPAÑOLA,"PONS Y GALLARZA, 90",971751445.0,,971761101.0,70407,Palma de Mallorca,7,ILLES BALEARS,4,ILLES BALEARS,07004,73,12,MÉDICO-QUIRÚRGICO,11,PRIVADO-BENÉFICO (CRUZ ROJA),20,PRIVADO-BENÉFICO (CRUZ ROJA),N,N,N,,N,N,S,,S,tacaji@cruzroja.es,0,0,0,0,0,0,0,0,0,0,0,0,0,"PONS Y GALLARZA, 90,Palma de Mallorca,07004","Carrer de Pons i Gallarza 90, Palma, Comunidad Autónoma de las Islas Baleares 07004, Spain","(39.5838863, 2.6531568, 0.0)",39.5838863,2.6531568,0.0
70086,HOSPITAL SANT JOAN DE DEU,"SANT JOAN DE DÉU, 7",971265854.0,,971269308.0,70407,Palma de Mallorca,7,ILLES BALEARS,4,ILLES BALEARS,07007,200,12,MÉDICO-QUIRÚRGICO,12,PRIVADO-BENÉFICO (IGLESIA),21,PRIVADO-BENÉFICO (IGLESIA),N,N,N,,N,N,S,,S,vlj@ohsjd.es,1,1,0,0,0,0,0,0,0,0,1,0,0,"SANT JOAN DE DÉU, 7,Palma de Mallorca,07007","Calle de Sant Joan de Déu 7, Palma, Comunidad Autónoma de las Islas Baleares 07007, Spain","(39.5471163, 2.6985939, 0.0)",39.5471163,2.6985939,0.0
70099,CLÍNICA ROTGER,"SANTIAGO RUSIÑOL, 9",971448500.0,,971722704.0,70407,Palma de Mallorca,7,ILLES BALEARS,4,ILLES BALEARS,07012,186,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,bartolome.crespi@quironsalud.es,1,2,1,1,1,1,0,0,1,1,1,1,0,"SANTIAGO RUSIÑOL, 9,Palma de Mallorca,07012","Calle de Santiago Rusiñol 9, Palma, Comunidad Autónoma de las Islas Baleares 07012, Spain","(39.5757354, 2.6469365, 0.0)",39.5757354,2.6469365,0.0
70110,CLINICA JUANEDA,"COMPANY, 30",971221257.0,,971221297.0,70407,Palma de Mallorca,7,ILLES BALEARS,4,ILLES BALEARS,07014,196,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,mariajose.sabariego@clinicajuaneda.es,1,1,0,1,1,0,0,0,0,0,1,1,0,"COMPANY, 30,Palma de Mallorca,07014","Calle de Company 30, Palma, Comunidad Autónoma de las Islas Baleares 07014, Spain","(39.5763991, 2.6277846, 0.0)",39.5763991,2.6277846,0.0
70131,POLICLÍNICA MIRAMAR,"CAMINO DE LA VILETA, 30",971767000.0,,971767379.0,70407,Palma de Mallorca,7,ILLES BALEARS,4,ILLES BALEARS,07011,206,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,jose.crespi@juaneda.es,1,2,1,1,1,1,0,1,0,0,1,1,29,"CAMINO DE LA VILETA, 30,Palma de Mallorca,07011","Camino de la Vileta 30, Palma, Comunidad Autónoma de las Islas Baleares 07011, Spain","(39.5835955, 2.6305024, 0.0)",39.5835955,2.6305024,0.0
